sentence,logit,prediction,sentiment_score
"Takeda's Alunbrig beats Pfizer's Xalkori in first-line lung cancer study,?",[0.32593396 0.36878505 0.30528098],negative,-0.04285109
"Mylan launches generic version of Pfizer's Depo-Provera,?",[0.06920268 0.01341628 0.917381  ],neutral,0.0557864
"Merck's Keytruda + Pfizer's Inlyta successful in late-stage kidney cancer study,?",[0.09037903 0.0264639  0.883157  ],neutral,0.063915126
"FDA OKs Myriad's BRACAnalysis CDx as a companion diagnostic for Pfizer's Talzenna,?",[0.15560837 0.01571989 0.8286718 ],neutral,0.13988848
"FDA issues new guidance aimed at more efficient drug development,?",[0.5877442  0.01367825 0.3985775 ],positive,0.5740659
"Myriad announces new laboratory agreement with Pfizer,?",[0.7728696  0.01341613 0.21371424],positive,0.7594535
"New Pfizer chief fills out management team,?",[0.05709781 0.02725714 0.91564506],neutral,0.02984067
"Myriad Genetics inks commercialization plan with Pfizer related to BRACAnalysis CDx,?",[0.11061528 0.00498966 0.884395  ],neutral,0.10562562
"Playing a split Congress,?",[0.05504773 0.33133736 0.6136149 ],neutral,-0.27628964
"FDA OKs Akcea's inotersen for hATTR,?",[0.06552999 0.27926797 0.65520203],neutral,-0.21373796
"Britain's NICE on board with Pfizer's Xeljanz for psoriatic arthritis,?",[0.4680595  0.05192979 0.4800107 ],neutral,0.4161297
"FDA issues new draft guidance aimed at speedier generic approvals,?",[0.50230527 0.01959274 0.478102  ],positive,0.48271254
"Health Canada issues warning on EpiPen devices,?",[0.04332873 0.7805649  0.17610635],negative,-0.73723614
"Pfizer announces CEO succession,?",[0.03117111 0.2149345  0.7538943 ],neutral,-0.18376338
"FDA OKs Pfizer's dacomitinib for first-line lung cancer,?",[0.08643574 0.43468782 0.47887638],neutral,-0.3482521
"HighTide's HTD1801 Fast Track'd for PSC,?",[0.19374593 0.03579264 0.7704614 ],neutral,0.15795329
"Pfizer declares $0 34 dividend,?",[0.06015989 0.6399405  0.2998996 ],negative,-0.57978064
"Pfizer facing difficult path to ramp up biosimilar business,?",[0.3979387  0.11786976 0.4841916 ],neutral,0.28006893
"Tris Pharma acquires Pfizer's NextWave Pharmaceuticals,?",[0.09130241 0.02091243 0.88778514],neutral,0.070389986
"Express Scripts taking credit for Gilead's planned launch of generic HCV meds,?",[0.09152285 0.00930433 0.89917284],neutral,0.08221853
"Immutep teams up with Merck KGaA and Pfizer in cancer combo therapy; shares up 7% premarket,?",[0.76592493 0.0094998  0.22457534],positive,0.75642514
"Gilead to launch generic versions of Epclusa and Harvoni,?",[0.11791696 0.00717194 0.87491107],neutral,0.11074502
"FDA grants Breakthrough Therapy designation to Pfizer's PF-06482077,?",[0.56318927 0.01418394 0.4226268 ],positive,0.5490053
"House nixes drug prices in TV ads,?",[0.01647685 0.9259904  0.05753276],negative,-0.90951353
"Pfizer's JAK inhibitors show positive effect in mid-stage alopecia areata study,?",[0.7793001  0.0374869  0.18321304],positive,0.7418132
"ViiV Healthcare files European marketing application for two-drug HIV regimen,?",[0.22483696 0.0127376  0.7624254 ],neutral,0.21209936
"Pfizer to suspend operations at NC injectables plant ahead of Hurricane Florence,?",[0.01208801 0.9437158  0.04419615],negative,-0.9316278
"Pfizer's Bavencio + Inlyta shows treatment benefit in late-stage kidney cancer study,?",[0.36987343 0.02520375 0.60492283],neutral,0.3446697
"FDA OKs revised labeling for ViiV Healthcare HIV meds to include risk of birth defects,?",[0.527845   0.04525881 0.42689615],positive,0.4825862
"Biotechs and biopharmas in the red,?",[0.04861804 0.03826562 0.91311634],neutral,0.010352422
"Abivax UC candidate shows positive action in mid-stage study,?",[0.6001705  0.02789338 0.37193617],positive,0.5722771
"Pfizer receives Breakthrough Therapy designation for PF-06651600 for the treatment of patients with alopecia areata,?",[0.7899956  0.01551624 0.19448811],positive,0.7744794
"Pfizer prices $5B debt offering,?",[0.04248676 0.05871119 0.8988021 ],neutral,-0.016224425
"Big Pharma in the red after AstraZeneca lupus flop,?",[0.50323045 0.15182735 0.34494224],positive,0.35140312
"FDA OKs two new HIV treatments from Merck,?",[0.6393562  0.14916056 0.21148318],positive,0.49019563
"Pfizer bails on DMD candidate domagrozumab,?",[0.13631576 0.5794499  0.28423432],negative,-0.44313413
"Roche to maintain leadership in oncology - Bloomberg Intelligence,?",[0.7763839  0.0135471  0.21006897],positive,0.76283675
"84% of companies dabbling in blockchain,?",[0.02898452 0.05727685 0.91373867],neutral,-0.028292324
"Sell-siders bullish on Pfizer tafamidis after release of positive data,?",[0.12982284 0.7711341  0.09904308],negative,-0.6413112
"Alnylam and Ionis up on lower perceived threat from Pfizer's tafamidis in ATTR,?",[0.66991657 0.29065326 0.03943022],positive,0.3792633
"Pfizer's tafamidis shows positive effect in late-stage ATTR-CM study; shares up 1% premarket,?",[0.9443941  0.0254993  0.03010668],positive,0.9188948
"23andMe cuts off app developers from raw genetic data,?",[0.01482676 0.9325509  0.05262228],negative,-0.91772413
"Oklahoma first state to negotiate efficacy-based drug prices,?",[0.30938944 0.01920702 0.6714035 ],neutral,0.2901824
"""Pfizer, Astellas amend procols on prostate cancer trials"",?",[0.03554978 0.0246873  0.93976295],neutral,0.010862479
"Exact Sciences up 21% premarket on Cologuard co-promotion deal with Pfizer,?",[0.90410733 0.0664354  0.0294572 ],positive,0.83767194
"Class action suit against Mylan and Pfizer to proceed,?",[0.03106113 0.10907217 0.8598667 ],neutral,-0.07801104
"Big Pharma in the green in early trade,?",[0.09555167 0.13693275 0.76751554],neutral,-0.041381076
"Pfizer conference call August 27 on tafamidis data,?",[0.02490166 0.06916375 0.9059346 ],neutral,-0.04426209
"FDA approves Teva's generic EpiPen; shares +5 7%,?",[0.80368227 0.01902099 0.17729668],positive,0.7846613
"Pfizer teams up with BioNTech to develop flu vaccines in deal valued as high as $425M,?",[0.8415918  0.01055923 0.14784893],positive,0.8310326
"Sangamo up 15% on bullish prospects for hemophilia A gene therapy,?",[0.85774046 0.1152569  0.02700269],positive,0.74248356
"BeiGene launches late-stage study of tislelizumab in first-line lung cancer,?",[0.11615654 0.02130644 0.862537  ],neutral,0.09485011
"FDA Ad Com backs Paratek's omadacycline for ABSSSI,?",[0.04719127 0.40490118 0.54790753],neutral,-0.3577099
"Gemphire down 20% after hours on extended timeline in amended gemcabene license agreement with Pfizer,?",[0.01121992 0.97613305 0.01264706],negative,-0.96491313
"FDA issues new guidance for opioid use disorders meds,?",[0.180331   0.01763436 0.80203456],neutral,0.16269664
"Antares Pharma enters into development agreement with Pfizer Inc ,?",[0.7346909  0.00845059 0.25685856],positive,0.72624034
"Allergan sues Pfizer in attempt to sidestep potential damages from opioid crisis litigation,?",[0.01850897 0.934252   0.04723901],negative,-0.91574305
"Pfizer's Read thinks drug rebates going bye-bye in U S ,?",[0.09407671 0.08845076 0.8174725 ],neutral,0.0056259483
"U S  healthcare spending nearing 20% of GDP,?",[0.4335152  0.21213242 0.35435238],positive,0.22138277
"Pfizer's Herceptin biosimilar OK'd in Europe,?",[0.05818997 0.10966318 0.8321469 ],neutral,-0.05147321
"Pfizer Q2 revenues up 4%; non-GAAP EPS up 21%; shares down 1% premarket,?",[0.25408792 0.730175   0.01573703],negative,-0.4760871
"""Pfizer beats by $0 07, beats on revenue"",?",[0.55267084 0.10173126 0.34559792],positive,0.4509396
"""J&amp;J loses arthritis patent ruling to Celltrion, Hospira"",?",[0.04905594 0.90909356 0.04185048],negative,-0.8600376
"BeiGene launches late-stage study of tislelizumab in first-line lung cancer,?",[0.11615654 0.02130644 0.862537  ],neutral,0.09485011
"Pfizer to build state-of-the-art injectables facility in Michigan,?",[0.24567498 0.00793582 0.74638915],neutral,0.23773916
"BeiGene commences late-stage study of PARP inhibitor pamiparib in gastric cancer,?",[0.08779424 0.02416558 0.8880402 ],neutral,0.063628666
"Leap Therapeutics teams up with Merck KGaA and Pfizer to evaluate combo cancer treatment; shares up 6% premarket,?",[0.77520543 0.00940473 0.21538988],positive,0.7658007
"FDA OK's Pfizer's Neupogen biosimilar,?",[0.03874987 0.08497504 0.8762751 ],neutral,-0.046225168
"Big Pharma in the red on ramped up pressure on drug prices,?",[0.23705225 0.58779377 0.175154  ],negative,-0.3507415
"FDA committed to easing approval path for biosimilars,?",[0.7956273  0.01603281 0.18833989],positive,0.7795945
"Pfizer and Lilly's tanezumab successful in late-stage osteoarthritis pain study,?",[0.85313094 0.02113755 0.12573153],positive,0.8319934
"FDA OKs J&amp;J's single tablet darunavir-based regimen for HIV-1,?",[0.05793595 0.0509568  0.8911072 ],neutral,0.006979145
"Novartis next to halt drug price hikes,?",[0.26393577 0.19371092 0.5423533 ],neutral,0.07022485
"Pfizer launches late-stage study of hemophilia B gene therapy,?",[0.08239056 0.01170241 0.905907  ],neutral,0.07068816
"FDA OKs expanded use for prostate cancer med Xtandi,?",[0.675938   0.02884532 0.29521665],positive,0.6470927
"Capricor up 5% ahead of DMD study update,?",[0.9314106  0.04059417 0.02799525],positive,0.89081645
"Alexandria Real Estate buys midtown Manhattan building for $203M,?",[0.05689477 0.01064778 0.93245745],neutral,0.046246983
"Big Pharma in the red after Pfizer backs away from price hikes,?",[0.25236553 0.6264341  0.1212004 ],negative,-0.37406856
"Pfizer to reorganize into three businesses in 2019,?",[0.03305802 0.01599493 0.95094705],neutral,0.017063094
"Pfizer to defer price increases following CEO's talk with Trump,?",[0.10064382 0.71181303 0.18754314],negative,-0.6111692
"""Pricing transparency law in California having effect, drug makers nix planned increases"",?",[0.3463707  0.04767595 0.60595334],neutral,0.29869473
"Trump slams Pfizer price increases,?",[0.06639232 0.78641725 0.14719045],negative,-0.72002494
"Vaccinex files for $46M initial public offering,?",[0.02942645 0.01280753 0.957766  ],neutral,0.01661892
"Biotechs give up gains after Trump tweet on prices,?",[0.02842116 0.9060744  0.06550446],negative,-0.87765324
"Big Pharma in the green on Biogen's bullish news,?",[0.23213767 0.10034645 0.6675159 ],neutral,0.1317912
"Insurers making headway on corralling drug costs with copay accumulators,?",[0.4249033  0.13278973 0.44230697],neutral,0.29211357
"Pfizer boosts prices of certain drugs by almost 10%,?",[0.9224367  0.01521448 0.06234882],positive,0.9072222
"FDA withdraws draft guidance related to biosimilar development,?",[0.02582105 0.88163733 0.09254166],negative,-0.8558163
"Novartis scoops up rights to EpiPen rival,?",[0.13824473 0.03068931 0.8310659 ],neutral,0.10755543
"Pfizer declares $0 34 dividend,?",[0.06015989 0.6399405  0.2998996 ],negative,-0.57978064
"Pfizer's Ibrance breast cancer combination misses secondary endpoint,?",[0.04898915 0.07424662 0.8767642 ],neutral,-0.025257464
"Sarepta set to pop on encouraging data on DMD gene therapy,?",[0.87113965 0.03613459 0.09272572],positive,0.83500504
"""FDA accepts Myriad Genetics' application for BRACAnalysis CDx as companion diagnostic with Pfizer's talazoparib, action date December; shares up 1%"",?",[0.847268   0.01204678 0.14068525],positive,0.83522123
"ViiV Healthcare's two-drug HIV regimen successful in late-stage studies; Glaxo up 2% premarket,?",[0.93737257 0.03527899 0.02734845],positive,0.9020936
"EC OKs AstraZeneca's Tagrisso for first-line lung cancer,?",[0.0654791  0.29095283 0.6435681 ],neutral,-0.22547373
"BioMarin earns $20M in milestones from Pfizer on talazoparib filings,?",[0.81782585 0.04586206 0.1363121 ],positive,0.7719638
"Pfizer's marketing applications for PARP inhibitor talazoparib accepted in U S  and Europe,?",[0.04206827 0.02447559 0.9334561 ],neutral,0.017592683
"PBMs one-up drug makers on drug copay assistance schemes,?",[0.04718095 0.42635828 0.52646077],neutral,-0.37917733
"Pfizer to expand venture investing with $600M commitment,?",[0.8024328  0.00743948 0.19012775],positive,0.7949933
"Deciphera Pharma up 33% on positive DCC-2618 data,?",[0.9078919  0.06793452 0.02417348],positive,0.8399574
"ASCO wary of Trump plan to lower drug prices,?",[0.05384834 0.80205715 0.14409445],negative,-0.7482088
"EMA advisory group backs four biosimilars,?",[0.13238731 0.02984451 0.8377682 ],neutral,0.1025428
"Bristol-Myers' Opdivo + Yervoy beats Pfizer's Sutent in late-stage RCC study,?",[0.62194115 0.2549766  0.12308218],positive,0.36696455
"FDA issues draft guidance aimed at easing regulatory path for generic drugs,?",[0.6821893  0.01615897 0.30165178],positive,0.6660303
"FDA OKs Pfizer's Xeljanz for ulcerative colitis; shares up 1%,?",[0.87366855 0.08316289 0.04316853],positive,0.79050565
"Pfizer 셲 XALKORI receives FDA breakthrough therapy designation in two new indications,?",[0.9318527  0.01997825 0.04816904],positive,0.9118745
"Eidos Therapeutics files for initial public offering,?",[0.03333562 0.01030569 0.9563586 ],neutral,0.023029929
"Healthcare roundup,?",[0.03771547 0.22443101 0.7378535 ],neutral,-0.18671554
"EpiPen shortage heaps pressure on Pfizer,?",[0.01242837 0.9629924  0.02457925],negative,-0.9505641
"FDA clamps down on OTC benzocaine teething products on safety concerns,?",[0.01867924 0.92457277 0.05674798],negative,-0.9058935
"Pfizer's Tafamidis a Breakthrough Therapy for rare heart disorder,?",[0.33934045 0.015295   0.64536464],neutral,0.32404545
"""Goldman Sachs: Hedge funds betting against Nvidia, Intel"",?",[0.04230886 0.22684951 0.7308417 ],neutral,-0.18454064
"Pfizer launches RSV vaccine study,?",[0.0835572  0.03355055 0.88289225],neutral,0.050006643
"Spark's gene therapy SPK-9001 shows treatment benefit in hemophilia B study,?",[0.49270332 0.02755519 0.4797415 ],positive,0.46514812
"ViiV Healthcare's HIV med Juluca OK'd in Europe,?",[0.06658354 0.2938793  0.63953716],neutral,-0.22729576
"Investors bullish on biotechs after Trump drug pricing speech,?",[0.5382825  0.19343632 0.2682812 ],positive,0.3448462
"Pfizer's Lyrica successful in late-stage pediatric epilepsy study,?",[0.4938588  0.02998646 0.4761547 ],positive,0.46387234
"Roche's Alecensa beats Pfizer's Xalkori in late-stage lung cancer study,?",[0.3032353 0.4329977 0.263767 ],negative,-0.12976241
"FDA OKs Pfizer's Epogen/Procrit biosimilar,?",[0.06375191 0.27451366 0.66173446],neutral,-0.21076176
"Trump speech on drug prices light on specifics,?",[0.03127027 0.05446739 0.9142624 ],neutral,-0.023197122
"Trump plan on drug prices to be announced this afternoon,?",[0.05478739 0.0442325  0.9009801 ],neutral,0.010554891
"Pfizer selects two additional hepatic targets under partnership with Wave,?",[0.10156898 0.00573077 0.89270025],neutral,0.09583821
"Pfizer to eschew deals in favor of pipeline development - CEO Read; shares down 4%,?",[0.01111132 0.9658025  0.02308614],negative,-0.9546912
"Pfizer Q1 revenues up 1%; non-GAAP EPS up 12%; reiterates guidance,?",[0.9441595 0.0225073 0.0333332],positive,0.9216522
"""Pfizer beats by $0 02, misses on revenue"",?",[0.26056162 0.39512798 0.3443104 ],negative,-0.13456637
"Solid Biosciences moving closer to removal of clinical hold on early-stage study of DMD candidate SGT-001; shares up 6%,?",[0.9218685  0.01504205 0.06308942],positive,0.90682644
"Capricor launches mid-stage study of DMD candidate CAP-1002; shares up 2%,?",[0.9181002  0.02349002 0.05840984],positive,0.89461017
"Celyad up 20% on encouraging data on CAR-T candidate CYAD-01,?",[0.90047026 0.07485007 0.02467971],positive,0.8256202
"European advisory group April meeting results,?",[0.03363366 0.17483838 0.791528  ],neutral,-0.14120471
"Pfizer declares $0 34 dividend,?",[0.06015989 0.6399405  0.2998996 ],negative,-0.57978064
"Opioid prescriptions dropped 12% in 2017,?",[0.01098276 0.97578406 0.01323317],negative,-0.9648013
"FDA advisory committees back cardiovascular safety data for Pfizer's Celebrex,?",[0.06869221 0.56722957 0.36407825],negative,-0.49853736
"FDA rejects Pfizer's application for Herceptin biosimilar,?",[0.03033104 0.88447344 0.08519551],negative,-0.8541424
"Pfizer's Trumenba a Breakthrough Therapy for prevention of MenB disease,?",[0.23519656 0.01313569 0.7516678 ],neutral,0.22206087
"Pfizer's Mylotarg OK'd in Europe for certain type of AML,?",[0.04332154 0.04314773 0.9135307 ],neutral,0.00017381087
"Novartis Q1 results weigh on pharma stocks,?",[0.01554088 0.94738454 0.0370745 ],negative,-0.93184364
"""U S  opioid prescriptions down 12% last year, largest drop in 25 years"",?",[0.00998292 0.97837925 0.01163793],negative,-0.9683963
"Provectus awarded patents in Japan and Europe covering PV-10,?",[0.26257625 0.01266623 0.72475755],neutral,0.24991003
"EpiPen shortage plagues Canada,?",[0.0193925  0.91686714 0.06374041],negative,-0.89747465
"DEA aims to collar production of opioids,?",[0.07512818 0.00508233 0.9197895 ],neutral,0.07004585
"Sen  Sanders introduces bill to fine opioid makers for marketing practices,?",[0.39566305 0.18691514 0.41742185],neutral,0.20874791
"FDA OKs Bristol-Myers' Opdivo + Yervoy for first-line kidney cancer,?",[0.17193459 0.14117612 0.6868893 ],neutral,0.03075847
"Dosing underway in early-stage study of Pfizer DMD candidate,?",[0.04737037 0.03456612 0.9180635 ],neutral,0.012804255
"Bristol-Myers slips 1% premarket on lack of Pfizer interest,?",[0.01596278 0.9600394  0.0239979 ],negative,-0.9440766
"Pfizer's Inlyta flunks late-stage label-expansion study,?",[0.05470201 0.16894995 0.776348  ],neutral,-0.11424793
"Barclays cuts price target on Pfizer after diminished prospects for major acquisition,?",[0.04983775 0.9067603  0.04340202],negative,-0.8569225
"Pfizer's marketing applications for dacomitinib in first-line NSCLC accepted in U S  and Europe,?",[0.03160826 0.02451177 0.94388   ],neutral,0.0070964918
"P&amp;G in talks with Pfizer over consumer unit,?",[0.04113084 0.04077782 0.91809136],neutral,0.00035302714
"CMS finalizes policies to reduce drug costs for Medicare beneficiaries,?",[0.7569309  0.01674787 0.22632124],positive,0.740183
"Pfizer to contribute assets backing CAR T developer Allogene Therapeutics,?",[0.04057086 0.01255228 0.9468768 ],neutral,0.028018579
"Pfizer's tafamidis successful in late-stage study in rare heart failure condition,?",[0.28392655 0.05499066 0.6610828 ],neutral,0.2289359
"FDA working on policies to boost biosimilars,?",[0.4943293  0.01968305 0.4859877 ],positive,0.47464624
"Big Pharma in the green as bargain hunters move in,?",[0.1265252  0.04170369 0.83177114],neutral,0.0848215
"FDA Ad Com next month for label revision for Pfizer's Celebrex,?",[0.05467341 0.05386278 0.89146376],neutral,0.00081063434
"FDA Ad Com backs lofexidine for opioid withdrawal,?",[0.05105704 0.4185065  0.53043646],neutral,-0.36744946
"Pfizer's smoke cessation med Chantix flunks study in adolescents; shares down 1% premarket,?",[0.00943719 0.9735831  0.01697968],negative,-0.9641459
"European advisory group backs ViiV Healthcare's two-drug HIV pill Juluca,?",[0.54695696 0.06729139 0.38575166],positive,0.47966558
"Glaxo pulls out of Pfizer asset auction,?",[0.03224333 0.79861253 0.16914415],negative,-0.7663692
"Rituxan biosimilar captures 80% of British market,?",[0.1112663  0.01580316 0.8729306 ],neutral,0.09546314
"Reckitt Benckiser backs away from Pfizer's consumer healthcare unit,?",[0.03509383 0.8498234  0.11508274],negative,-0.8147296
"Transgene outlines key 2018 milestones,?",[0.20963442 0.00894907 0.78141654],neutral,0.20068535
"FDA accepts Pfizer's marketing application for expanded use of Xtandi,?",[0.6153205  0.03558036 0.34909913],positive,0.57974017
"Drug stocks in the red on as Trump mulls suing pharma firms over opioid crisis,?",[0.02275148 0.9198839  0.05736471],negative,-0.89713246
"Trump to release opioid epidemic plan,?",[0.08272354 0.07702715 0.8402493 ],neutral,0.0056963935
"Biogen to acquire mid-stage asset from Pfizer for cognitive impairment associated with schizophrenia for up to $590M,?",[0.13059475 0.00818632 0.8612189 ],neutral,0.12240843
"FDA Ad Com back Pfizer's Xeljanz for certain UC patients; shares up 2%,?",[0.8361465  0.130298   0.03355544],positive,0.70584846
"Opioid settlement talks hit roadblocks,?",[0.01768184 0.9394166  0.04290155],negative,-0.92173475
"Opioid overdoses spiked 30% in a year,?",[0.83495116 0.04166171 0.12338714],positive,0.7932895
"FDA OKs TaiMed's HIV med ibalizumab,?",[0.06493231 0.1699642  0.76510346],neutral,-0.105031885
"Ad Com Thursday for Pfizer's Xeljanz for ulcerative colitis,?",[0.04233152 0.19196913 0.7656993 ],neutral,-0.14963761
"Gilead's HIV med Biktarvy on par with Viiv's Triumeq in late-stage study,?",[0.5256296  0.06350802 0.4108624 ],positive,0.46212155
"Key events next week - healthcare,?",[0.03136595 0.05637267 0.91226137],neutral,-0.025006726
"DOJ cracks down on opioid companies,?",[0.01678548 0.92587686 0.05733778],negative,-0.90909135
"European advisory group backs expanded use for Pfizer's Bosulif,?",[0.8403383  0.01622437 0.14343742],positive,0.8241139
"European advisory group thumbs down on expanded use for Pfizer's Sutent,?",[0.03505857 0.94064844 0.02429298],negative,-0.9055899
"European advisory group recommends five new drugs,?",[0.11808582 0.01592965 0.8659845 ],neutral,0.10215617
"Merck KGaA and Pfizer's Bavencio OK'd in Canada for rare type of skin cancer,?",[0.05204654 0.6246582  0.32329518],negative,-0.5726117
"FDA tentatively OKs Mylan's HIV combo pill,?",[0.3107007  0.06036561 0.62893367],neutral,0.2503351
"""Pfizer's marketing applications for lorlatinib in NSCLC accepted in U S , Europe and Japan; shares up 1% premarket"",?",[0.9378903  0.02004029 0.04206941],positive,0.91785
"OxyContin maker stops promoting opioids,?",[0.03430389 0.8234382  0.14225785],negative,-0.7891343
"ViiV Healthcare sues Gilead for patent infringement over bictegravir,?",[0.01535582 0.9498578  0.03478639],negative,-0.93450195
"Nestle backs away from Merck KGaA's consumer unit,?",[0.01936007 0.9418027  0.03883727],negative,-0.9224426
"Big biopharma firms poised to end session in the red after Trump comments on high prices,?",[0.08415075 0.7322581  0.1835912 ],negative,-0.64810735
"Height weighs in on Amazon/Berkshire/JPMorgan healthcare venture,?",[0.08256514 0.2274933  0.6899415 ],neutral,-0.14492816
"Pfizer Q4 revenues up 1%; non-GAAP EPS up 32%; updates guidance,?",[0.94449884 0.02688049 0.02862075],positive,0.91761833
"""Pfizer beats by $0 06, beats on revenue"",?",[0.50374824 0.10449991 0.39175192],positive,0.39924833
"Big biopharma in the green after AbbVie's Q4 beat,?",[0.31303436 0.2701127  0.416853  ],neutral,0.042921662
"Key events next week - healthcare,?",[0.03136595 0.05637266 0.91226137],neutral,-0.025006715
"Johnson &amp; Johnson backs away from Pfizer's consumer health unit,?",[0.03816947 0.82194525 0.13988528],negative,-0.7837758
"Profit-taking weighs on biotechs and biopharmas,?",[0.03711341 0.8341043  0.12878221],negative,-0.7969909
"Pfizer's biosimilar candidate to Roche's Rituxan/MabThera shows equivalence in comparative lymphoma study,?",[0.19660531 0.05529749 0.74809724],neutral,0.14130782
"Hospitals still grappling with IV fluid shortage,?",[0.01679494 0.95096457 0.0322404 ],negative,-0.93416965
"Big Biopharma in the red in early trade,?",[0.09136625 0.29548058 0.6131532 ],neutral,-0.20411433
"Ad Com March 8 for Pfizer's Xeljanz for ulcerative colitis,?",[0.05020447 0.23378219 0.7160133 ],neutral,-0.18357772
"FDA launches new program to boost transparency of clinical data used to support approvals,?",[0.8644118  0.01315174 0.12243648],positive,0.85126
"Foundation Medicine and Pfizer team up to develop companion diagnostics,?",[0.5734933  0.01254888 0.41395783],positive,0.56094444
"PARP competitors under pressure as AstraZeneca nabs U S  OK for Lynparza in breast cancer,?",[0.03453821 0.8473394  0.11812242],negative,-0.8128012
"Novartis poaches Pfizer exec to head oncology unit,?",[0.04900268 0.19602238 0.7549749 ],neutral,-0.14701968
"Glaxo may be interested in Pfizer's consumer products unit at the right price,?",[0.08367746 0.00529681 0.9110257 ],neutral,0.07838065
"Start of JPM18 fails to buoy healthcare stocks,?",[0.05678625 0.9068033  0.03641047],negative,-0.8500171
"Pfizer halts development of Alzheimer's drugs,?",[0.02241918 0.8625637  0.11501715],negative,-0.8401445
"Goldman bullish on biopharma in 2018,?",[0.05836136 0.7270896  0.21454906],negative,-0.66872823
"Pfizer teams up with Arvinas to develop small molecule drugs targeting disease-causing cellular proteins,?",[0.56440604 0.014106   0.42148796],positive,0.55030006
"FDA advancing plan to streamline generic drug reviews,?",[0.4768693  0.01682369 0.50630707],neutral,0.4600456
"Sangamo teams up with Pfizer to develop gene therapy to treat ALS; shares ahead 4% premarket,?",[0.7026616  0.01774382 0.27959454],positive,0.68491775
"U S  drug approvals highest in 21 years,?",[0.41051763 0.13345073 0.45603165],neutral,0.2770669
"""Boeing, Caterpillar top Dow 2017 standings; GE lags far behind"",?",[0.20404077 0.47463995 0.32131934],negative,-0.2705992
"FDA OKs Merck's Steglatro for type 2 diabetics,?",[0.13887447 0.13399991 0.7271256 ],neutral,0.0048745573
"Merck KGaA's Bavencio + Pfizer's Inlyta a Breakthrough Therapy for first-line kidney cancer,?",[0.12767076 0.01524734 0.85708183],neutral,0.11242342
"FDA OKs Merck's ertugliflozin/sitagliptin for T2D,?",[0.10006868 0.5070282  0.39290303],negative,-0.40695953
"FDA OKs expanded use for Pfizer's bosutinib,?",[0.6789487  0.06187811 0.25917318],positive,0.6170706
"Array Bio teams up with Pfizer on combo cancer therapies; shares up 2%,?",[0.883497   0.01155733 0.10494568],positive,0.87193966
"Pfizer declares $0 34 dividend &amp; authorizes new share repurchase program,?",[0.0812047  0.00762479 0.9111705 ],neutral,0.07357991
"FDA OKs Pfizer's Xeljanz for psoriatic arthritis; shares up 1% premarket,?",[0.89435357 0.06588672 0.03975976],positive,0.82846683
"Pfizer launches Phase 3 program for JAK1 inhibitor PF-04965842 in atopic dermatitis,?",[0.23104748 0.0229009  0.7460516 ],neutral,0.20814659
"Pfizer gets FDA nod for second biosimilar of J&amp;J's Remicade,?",[0.8590603  0.02223572 0.11870398],positive,0.83682454
"Servier and Pfizer's CAR-T candidate shows positive effect in two early-stage leukemia studies; licensor Cellectis up 13% premarket,?",[0.93130267 0.04130837 0.027389  ],positive,0.88999426
"FDA extends action date three months for review of Pfizer's marketing application for Xeljanz for UC,?",[0.2718548  0.10535933 0.62278587],neutral,0.16649546
"Tecentriq/Avastin combo beats Pfizer's Sutent in late-stage kidney cancer study,?",[0.7395783  0.20084764 0.05957402],positive,0.5387307
"""AT&amp;T, Pfizer, Boeing, Lilly among those raising dividends next week - Bloomberg"",?",[0.04482466 0.01131827 0.9438571 ],neutral,0.033506386
"Pfizer's PARP inhibitor talazoparib shows treatment effect in late-stage breast cancer study,?",[0.10674769 0.03266443 0.8605879 ],neutral,0.07408326
"Updated late-stage data continue to show effectiveness of Pfizer's Ibrance in ER+/HER2- breast cancer,?",[0.31540293 0.02488191 0.6597152 ],neutral,0.29052103
"Pfizer to commercialize antifungal Cresemba in Asia,?",[0.05586793 0.02300362 0.92112845],neutral,0.032864317
"UK approves OTC version of Pfizer's Viagra; shares up 1%,?",[0.92095816 0.03426174 0.04478021],positive,0.8866964
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"ViiV Healthcare launches late-stage study assessing long-acting two-drug combo for HIV-1,?",[0.23538053 0.01180511 0.7528144 ],neutral,0.22357541
"FDA OKs ViiV Healthcare's two-drug combo for HIV-1,?",[0.2401223  0.01415134 0.74572635],neutral,0.22597097
"Cost of U S  opioid epidemic tops $500B,?",[0.22383386 0.21934047 0.55682564],neutral,0.0044933856
"FDA OKs expanded use of Pfizer's cancer med Sutent,?",[0.7676726  0.03618054 0.19614694],positive,0.73149204
"FDA OKs Roche's Hemlibra for hemophilia A,?",[0.08697779 0.5885251  0.32449707],negative,-0.50154734
"Expanded use of AstraZeneca's Faslodex OK'd in Europe,?",[0.7561666  0.00876268 0.23507077],positive,0.7474039
"Expanded use of Pfizer's Xalkori OK'd in Canada,?",[0.7129003  0.00898661 0.27811313],positive,0.7039137
"New operating chief at Pfizer,?",[0.04421448 0.07392506 0.8818605 ],neutral,-0.029710587
"Argos up 70% premarket on positive late-stage kidney cancer data on lead candidate Rocapuldencel-T,?",[0.90652865 0.06284826 0.03062319],positive,0.8436804
"Mallinckrodt's rough treatment after Q3 revenue miss reflects the space - WSJ,?",[0.02315109 0.9334263  0.04342249],negative,-0.9102752
