sentence,logit,prediction,sentiment_score
"J&amp;J weighing on big biopharma players,?",[0.0551872  0.2871435  0.65766937],neutral,-0.2319563
"Johnson &amp; Johnson down 4% on reports of prior knowledge of asbestos in baby powder,?",[0.00943084 0.9742624  0.01630663],negative,-0.9648316
"Johnson &amp; Johnson files U S  marketing application for expanded use of Xarelto,?",[0.07859517 0.00693732 0.9144675 ],neutral,0.07165785
"""Senate Dems introduce bill to block """"excessive"""" increases in drug prices"",?",[0.06372406 0.4535793  0.48269662],neutral,-0.38985527
"Johnson &amp; Johnson inks results-based contract with Oklahoma health authority in schizophrenia,?",[0.64212483 0.02658701 0.33128813],positive,0.6155378
"Bloomberg: J&amp;J willing to pay $400M-plus in hip device cases,?",[0.10634824 0.02382851 0.8698233 ],neutral,0.082519725
"J&amp;J's Tremfya beats Novartis' Cosentyx in late-stage psoriasis study; shares up 1% premarket,?",[0.9282545  0.03080341 0.04094217],positive,0.8974511
"Constellation Pharma advances clinical development of lead drug CPI-1205,?",[0.06673642 0.01385742 0.91940624],neutral,0.052878994
"J&amp;J's Actelion to pay $360M for illegal kickback scheme,?",[0.04172848 0.6951438  0.26312768],negative,-0.6534153
"AbbVie's Imbruvica improves survival over chemo in certain CLL/SLL patients,?",[0.9282276  0.04034236 0.03143012],positive,0.8878852
"Johnson &amp; Johnson's Darzalex shows positive effect in certain multiple myeloma patients; shares up 2%,?",[0.93323076 0.01557665 0.05119254],positive,0.9176541
"Johnson &amp; Johnson's Xarelto fails to beat placebo in late-stage study in high-risk cancer patients,?",[0.32744437 0.5868402  0.08571544],negative,-0.25939584
"Janssen affiliate teams up with argenx to develop cancer candidate cusatuzumab,?",[0.7239803  0.01146163 0.26455802],positive,0.7125187
"Johnson &amp; Johnson -3% following negative appeals court ruling on Zytiga,?",[0.02829255 0.91951466 0.05219284],negative,-0.8912221
"European advisory group backs J&amp;J's apalutamide for castration-resistant prostate cancer,?",[0.07621709 0.03900147 0.8847815 ],neutral,0.037215613
"J&amp;J cleared of liability in talc cancer case by California jury,?",[0.03961562 0.47166073 0.4887237 ],neutral,-0.4320451
"Express Scripts launches new formulary aimed at reducing drug costs,?",[0.79577124 0.02592365 0.17830513],positive,0.7698476
"Janssen recalls three lots of Ortho-Novum due to lack of instructions for dispenser,?",[0.01406726 0.9536783  0.03225447],negative,-0.9396111
"FDA OKs genetic test to inform on drug metabolism,?",[0.08477455 0.02178529 0.8934402 ],neutral,0.062989265
"FDA OKs CV benefit claim for J&amp;J's Invokana,?",[0.07607419 0.28541464 0.6385112 ],neutral,-0.20934045
"J&amp;J's Symtuza shows durable treatment effect in late-stage HIV study,?",[0.57199836 0.02772339 0.4002782 ],positive,0.544275
"J &amp; J's Darzalex successful in late-stage study in first-line multiple myeloma,?",[0.8956352  0.01284872 0.09151608],positive,0.88278645
"Trump to terminate birthright citizenship,?",[0.04071795 0.50623214 0.45304987],negative,-0.46551418
"ViiV Healthcare's cabotegravir and rilpivirine regimen shows durable treatment effect in mid-stage HIV study,?",[0.5285279  0.02131515 0.45015693],positive,0.50721276
"""Johnson &amp; Johnson loses Zytiga patent dispute, appeal planned"",?",[0.07747131 0.72219586 0.20033284],negative,-0.64472455
"Trump mulling tieing U S  drug prices to Europe's,?",[0.09964583 0.30177897 0.5985752 ],neutral,-0.20213315
"Trump signs STOP Act aimed at opioid crisis,?",[0.3503675  0.34293246 0.30670005],positive,0.007435024
"J&amp;J's Stelara shows sustained benefit in late-stage Crohn's study,?",[0.8396007  0.01821329 0.14218608],positive,0.8213874
"J&amp;J makes $2 1B offer to buy out Ci:z,?",[0.29786357 0.02292513 0.6792113 ],neutral,0.27493843
"""Bloomberg: J&amp;J, KKR could be buyers for Nestle's skin health unit"",?",[0.11542081 0.00612863 0.8784506 ],neutral,0.10929218
"Johnson &amp; Johnson declares $0 90 dividend,?",[0.04297697 0.10344627 0.8535767 ],neutral,-0.060469303
"Johnson &amp; Johnson suspends clinical development of antiviral lumicitabine,?",[0.01714982 0.9122838  0.07056642],negative,-0.895134
"FDA accepts AbbVie's application for Imbruvica + Gazyva in certain blood cancers,?",[0.69656014 0.04394291 0.25949705],positive,0.6526172
"MeiraGTx inks gene therapy research agreement with Johnson &amp; Johnson,?",[0.6064272  0.01034333 0.38322946],positive,0.5960839
"Johnson &amp; Johnson Q3 revenues up 4%; non-GAAP EPS up 8%,?",[0.9492538  0.0214679  0.02927826],positive,0.9277859
"""Johnson &amp; Johnson beats by $0 02, beats on revenue"",?",[0.23514932 0.0514062  0.7134445 ],neutral,0.18374312
"FDA issues new guidance aimed at more efficient drug development,?",[0.5877442  0.01367825 0.3985775 ],positive,0.5740659
"J&amp;J cleared of liability by New Jersey jury in talc cancer case,?",[0.03436192 0.6443457  0.3212924 ],negative,-0.6099838
"FDA OKs expanded label for Johnson &amp; Johnson's Xarelto,?",[0.1122473  0.03746148 0.85029125],neutral,0.07478583
"Single dose of J&amp;J's Stelara shows treatment effect in late-stage UC study,?",[0.09929191 0.02449811 0.87621   ],neutral,0.07479379
"FDA OKs expanded use for Zeiss ReLex SMILE vision correction system,?",[0.7376865 0.0208915 0.241422 ],positive,0.716795
"Arrowhead Pharma shares halted,?",[0.01158499 0.9537266  0.03468849],negative,-0.9421416
"Janssen's once-daily darunavir-based pill for HIV-1 shows durable treatment effect in late-stage study,?",[0.31519747 0.02900823 0.6557943 ],neutral,0.28618923
"FDA issues new draft guidance aimed at speedier generic approvals,?",[0.50230515 0.01959273 0.4781021 ],positive,0.48271242
"Johnson &amp; Johnson completes divestiture of LifeScan business to Platinum Equity,?",[0.06012112 0.02770657 0.9121724 ],neutral,0.032414548
"Janssen bails on developing Aduro's Listeria strains,?",[0.15899076 0.05324688 0.78776234],neutral,0.10574387
"Geron to update investors tomorrow on imetelstat deal with Janssen; shares down 2% after hours,?",[0.00931589 0.97441894 0.01626511],negative,-0.96510303
"Pfizer facing difficult path to ramp up biosimilar business,?",[0.39793867 0.11786977 0.4841916 ],neutral,0.2800689
"Express Scripts taking credit for Gilead's planned launch of generic HCV meds,?",[0.09152287 0.00930432 0.89917284],neutral,0.08221855
"J&amp;J launches 10-year initiative to end tuberculosis,?",[0.66108555 0.03815566 0.30075878],positive,0.6229299
"J&amp;J's esketamine nasal spray flunks late-stage study in treatment-resistant depression,?",[0.05951596 0.7011558  0.2393283 ],negative,-0.6416398
"Gilead to launch generic versions of Epclusa and Harvoni,?",[0.11791704 0.00717194 0.874911  ],neutral,0.1107451
"Almirall's tildrakizumab OK'd in Europe for plaque psoriasis,?",[0.09484608 0.20006198 0.70509195],neutral,-0.10521589
"J&amp;J files U S  marketing application for erdafitinib for urothelial cancer,?",[0.03731964 0.05464106 0.90803933],neutral,-0.017321419
"Senate passes opioid crisis bill,?",[0.5695881  0.09245723 0.33795464],positive,0.4771309
"House nixes drug prices in TV ads,?",[0.01647685 0.9259904  0.05753276],negative,-0.90951353
"""Johnson &amp; Johnson sees """"above-market"""" growth in pharma unit for next three years"",?",[0.8850861  0.00987877 0.10503516],positive,0.87520736
"Bristol-Myers Squibb's TYK2 inhibitor successful in mid-stage psoriasis study,?",[0.8056264  0.02155589 0.17281775],positive,0.7840705
"FDA OKs Perrigo's OTC equivalent of J&amp;J's Imodium,?",[0.08456694 0.15332663 0.7621064 ],neutral,-0.068759695
"Lilly launches comparative study between Taltz and Tremfya in psoriasis,?",[0.46929008 0.02158753 0.5091224 ],neutral,0.44770256
"Senate vote approaches on bill to combat opioid crisis,?",[0.6913959  0.06456415 0.24403997],positive,0.6268317
"EC OK's new labeling for J&amp;J's Invokana and Vokanamet to include positive data on CV outcomes,?",[0.5309366  0.01409146 0.45497197],positive,0.51684517
"J&amp;J working on India hip compensation,?",[0.04022407 0.12280475 0.83697116],neutral,-0.08258068
"Biotechs and biopharmas in the red,?",[0.04861803 0.03826561 0.91311634],neutral,0.010352418
"Abivax UC candidate shows positive action in mid-stage study,?",[0.6001705  0.02789338 0.37193617],positive,0.5722771
"Johnson &amp; Johnson files U S  marketing application for esketamine nasal spray for depression,?",[0.037144   0.05552815 0.90732783],neutral,-0.018384155
"Big Pharma in the red after AstraZeneca lupus flop,?",[0.50323045 0.15182735 0.34494224],positive,0.35140312
"Darzalex combo therapy OK'd in Europe for first-line multiple myeloma,?",[0.1115655  0.02357784 0.86485666],neutral,0.087987654
"FDA OKs two new HIV treatments from Merck,?",[0.6393562  0.14916056 0.21148318],positive,0.49019563
"J&amp;J's Actelion files marketing application in Europe for expanded use of Opsumit,?",[0.18373176 0.00753859 0.80872965],neutral,0.17619318
"FDA updates on multifaceted plan to combat opioid crisis,?",[0.74094516 0.02439363 0.23466122],positive,0.71655154
"Roche to maintain leadership in oncology - Bloomberg Intelligence,?",[0.77638394 0.01354711 0.21006897],positive,0.7628368
"FDA clamps down on opioid-peddling websites,?",[0.0191588  0.8562885  0.12455266],negative,-0.8371297
"Bayer's Xarelto comes up short in two late-stage studies,?",[0.03364595 0.8681315  0.09822255],negative,-0.8344856
"Johnson &amp; Johnson to host conference call on the phase 3 MARINER and COMMANDER HF studies for XARELTO,?",[0.056927   0.00826041 0.9348126 ],neutral,0.04866659
"23andMe cuts off app developers from raw genetic data,?",[0.01482677 0.9325509  0.05262228],negative,-0.91772413
"Johnson &amp; Johnson buried key facts on faulty hip implant surgeries - IndianExpress,?",[0.04379407 0.43312252 0.52308345],neutral,-0.38932845
"Xarelto OK'd in Europe for prevention of blood clots in patients with CAD or PAD,?",[0.21111594 0.02415692 0.7647272 ],neutral,0.18695903
"Oklahoma first state to negotiate efficacy-based drug prices,?",[0.30938944 0.01920702 0.6714035 ],neutral,0.2901824
"DOJ to restrict opioid script writing by docs under investigation,?",[0.04240966 0.55375725 0.4038331 ],negative,-0.5113476
"""Missouri judge affirms $4 69B verdict against J&amp;J in talc case, appeal planned"",?",[0.35608342 0.15425801 0.48965856],neutral,0.20182541
"FDA awards contract to develop guidelines for opioid prescribing,?",[0.8869031  0.02156975 0.09152717],positive,0.8653334
"Big Pharma in the green in early trade,?",[0.09555167 0.13693275 0.76751554],neutral,-0.041381076
"Johnson &amp; Johnson to update on pharma business September 13,?",[0.03402279 0.03045349 0.9355237 ],neutral,0.0035692975
"Purdue Pharma taps restructuring advisor amidst opioid lawsuits,?",[0.06031643 0.8574533  0.08223023],negative,-0.79713684
"White House proposing cuts in opioid production,?",[0.17418242 0.4639472  0.3618704 ],negative,-0.2897648
"J&amp;J's long-acting injectable two-drug regimen successful in late-stage HIV study,?",[0.8370597  0.01376381 0.14917655],positive,0.8232959
"FDA OKs birth control app,?",[0.06780986 0.10705474 0.8251354 ],neutral,-0.039244875
"BeiGene launches late-stage study of tislelizumab in first-line lung cancer,?",[0.11615654 0.02130644 0.862537  ],neutral,0.09485011
"Johnson &amp; Johnson files marketing applications for Darzalex split dosing regimen,?",[0.02888179 0.03270194 0.93841624],neutral,-0.003820153
"Trump dinner with business leaders,?",[0.04497612 0.1812432  0.77378064],neutral,-0.13626708
"FDA issues new guidance for opioid use disorders meds,?",[0.18033104 0.01763437 0.80203456],neutral,0.16269666
"Congo declares new Ebola outbreak,?",[0.03468394 0.8617285  0.10358762],negative,-0.82704455
"Pfizer's Read thinks drug rebates going bye-bye in U S ,?",[0.09407671 0.08845076 0.8174725 ],neutral,0.0056259483
"U S  healthcare spending nearing 20% of GDP,?",[0.4335152  0.21213244 0.35435238],positive,0.22138275
"""J&amp;J loses arthritis patent ruling to Celltrion, Hospira"",?",[0.04905594 0.90909356 0.04185048],negative,-0.8600376
"J&amp;J Consumer to acquire natural healthcare products maker Zarbee's,?",[0.03460084 0.02528144 0.94011766],neutral,0.009319395
"House repeals tax on medical devices,?",[0.06155154 0.62343585 0.31501266],negative,-0.56188434
"BeiGene launches late-stage study of tislelizumab in first-line lung cancer,?",[0.11615654 0.02130644 0.862537  ],neutral,0.09485011
"FDA releases updated industry guidelines for development of generic abuse-deterrent opioid pain meds,?",[0.06212089 0.00907958 0.9287995 ],neutral,0.053041305
"Big Pharma in the red on ramped up pressure on drug prices,?",[0.23705225 0.58779377 0.175154  ],negative,-0.3507415
"FDA committed to easing approval path for biosimilars,?",[0.7956273  0.01603281 0.18833989],positive,0.7795945
"FDA OKs J&amp;J's single tablet darunavir-based regimen for HIV-1,?",[0.05793595 0.0509568  0.8911072 ],neutral,0.006979145
"J&amp;J near deal to sell Sylvant,?",[0.04162983 0.0359827  0.9223874 ],neutral,0.0056471303
"Johnson &amp; Johnson Q2 revenues up 11%; non-GAAP EPS up 15%; updates guidance,?",[0.94272614 0.01772566 0.03954822],positive,0.9250005
"""Johnson &amp; Johnson beats by $0 03, beats on revenue"",?",[0.19558442 0.04586258 0.758553  ],neutral,0.14972183
"J&amp;J stops late-stage study of Invokana in type 2 diabetics with CKD after endpoints met,?",[0.07516149 0.20988587 0.71495265],neutral,-0.13472438
"CVS responds to Trump Administration's request for info on now to lower drug prices,?",[0.44169962 0.06458196 0.4937184 ],neutral,0.37711766
"Johnson &amp; Johnson declares $0 90 dividend,?",[0.04297697 0.10344627 0.8535767 ],neutral,-0.060469303
"Law experts see challenges in J&amp;J appeal of $4 7B talc verdict,?",[0.12293527 0.7591095  0.11795527],negative,-0.6361742
"FDA extends review time for CV benefit claim for J&amp;J's Invokana,?",[0.12860902 0.17046517 0.7009259 ],neutral,-0.041856155
"Johnson &amp; Johnson down 2% premarket on $4 69B talcum powder award,?",[0.00990665 0.9695963  0.02049696],negative,-0.9596897
"J&amp;J slammed with $4 69B jury verdict in Missouri cancer case,?",[0.1131564  0.6163394  0.27050415],negative,-0.503183
"""J&amp;J found liable in cancer case, ordered by jury to pay $550M"",?",[0.03537071 0.7915999  0.17302944],negative,-0.7562292
"Drug prices still marching upward - Bloomberg,?",[0.26511264 0.17230695 0.5625804 ],neutral,0.09280568
"Ligand Pharma teams up with J&amp;J to develop transgenic chicken platform,?",[0.73105365 0.00924849 0.2596978 ],positive,0.72180516
"Big Pharma in the red after Pfizer backs away from price hikes,?",[0.25236553 0.6264341  0.1212004 ],negative,-0.37406856
"""Pricing transparency law in California having effect, drug makers nix planned increases"",?",[0.34637067 0.04767596 0.60595334],neutral,0.2986947
"Biotechs give up gains after Trump tweet on prices,?",[0.02842116 0.9060744  0.06550446],negative,-0.87765324
"Big Pharma in the green on Biogen's bullish news,?",[0.23213767 0.10034645 0.6675159 ],neutral,0.1317912
"Insurers making headway on corralling drug costs with copay accumulators,?",[0.4249033  0.13278973 0.44230697],neutral,0.29211357
"J&amp;J's Erleada OK'd in Canada for certain type of prostate cancer,?",[0.03808408 0.0521247  0.90979123],neutral,-0.014040623
"Pfizer boosts prices of certain drugs by almost 10%,?",[0.9224367  0.01521448 0.06234882],positive,0.9072222
"FDA withdraws draft guidance related to biosimilar development,?",[0.02582105 0.88163733 0.09254166],negative,-0.8558163
"Johnson &amp; Johnson chairman to retire; Wolk takes CFO role,?",[0.03262264 0.16171381 0.8056636 ],neutral,-0.12909117
"Establishment Labs files for initial public offering,?",[0.02968142 0.00858327 0.96173525],neutral,0.021098148
"FDA OKs J&amp;J's new LASIK platform,?",[0.08320322 0.03700317 0.87979364],neutral,0.04620005
"J&amp;J agrees to sell LifeScan unit for $2 1B,?",[0.15251985 0.01608492 0.8313952 ],neutral,0.13643494
"EC OKs AstraZeneca's Tagrisso for first-line lung cancer,?",[0.06547913 0.29095277 0.6435681 ],neutral,-0.22547364
"Aduro Bio announces launch of early-stage study of ADU-214 in lung cancer,?",[0.15194571 0.01324858 0.8348057 ],neutral,0.13869713
"Amazon aims to attract indie beauty brands,?",[0.68804586 0.01038257 0.3015715 ],positive,0.67766327
"Fortive buys J&amp;J's sterilization business for $2 7B,?",[0.1560454  0.03056891 0.8133857 ],neutral,0.1254765
"PBMs one-up drug makers on drug copay assistance schemes,?",[0.04718096 0.42635828 0.52646077],neutral,-0.37917733
"ASCO wary of Trump plan to lower drug prices,?",[0.05384834 0.80205715 0.14409445],negative,-0.7482088
"FDA OKs Lannett's levofloxacin oral solution,?",[0.11635232 0.3199178  0.5637298 ],neutral,-0.20356548
"Johnson &amp; Johnson's nasal esketamine shows positive long-term effect in late-stage depression studies,?",[0.7466313  0.03017063 0.22319812],positive,0.7164607
"FDA issues draft guidance aimed at easing regulatory path for generic drugs,?",[0.6821893  0.01615897 0.30165178],positive,0.6660303
"Genmab down 20% on Darzalex setback,?",[0.01020407 0.9747293  0.01506663],negative,-0.9645252
"Kezar Life Sciences on deck for IPO,?",[0.03179767 0.07457433 0.89362806],neutral,-0.042776655
"Healthcare roundup,?",[0.03771546 0.22443107 0.73785347],neutral,-0.1867156
"Novartis' Remicade biosimilar OK'd in Europe,?",[0.07130121 0.12704872 0.80165005],neutral,-0.0557475
"J&amp;J loses second verdict in talc asbestos cancer case,?",[0.02498172 0.9234171  0.05160112],negative,-0.89843535
"""Goldman Sachs: Hedge funds betting against Nvidia, Intel"",?",[0.04230886 0.22684951 0.7308417 ],neutral,-0.18454064
"ViiV Healthcare's HIV med Juluca OK'd in Europe,?",[0.06658354 0.29387927 0.63953716],neutral,-0.22729573
"Congo begins Ebola vaccinations,?",[0.05249649 0.19870684 0.74879664],neutral,-0.14621034
"J&amp;J bails on Alzheimer's candidate atabecestat on toxicity issues,?",[0.11873319 0.03055669 0.8507101 ],neutral,0.088176504
"Investors bullish on biotechs after Trump drug pricing speech,?",[0.5382825  0.19343632 0.2682812 ],positive,0.3448462
"FDA OKs first non-opioid treatment for opioid withdrawal,?",[0.57600164 0.05100542 0.37299293],positive,0.5249962
"More states sue over opioid epidemic,?",[0.01528679 0.94673556 0.03797763],negative,-0.93144876
"Novartis to initiate head-to-head study of Cosentyx versus J&amp;J's Tremfya in patients with psoriatic plaques resistant to J&amp;J's Stelara,?",[0.06692867 0.03961911 0.8934522 ],neutral,0.02730956
"Trump speech on drug prices light on specifics,?",[0.03127027 0.05446739 0.9142624 ],neutral,-0.023197122
"Trump plan on drug prices to be announced this afternoon,?",[0.05478739 0.0442325  0.9009801 ],neutral,0.010554891
"J&amp;J to host review of consumer and device businesses May 16,?",[0.03266221 0.01056682 0.95677096],neutral,0.022095393
"Johnson &amp; Johnson to acquire BeneVir Biopharm,?",[0.03540318 0.02685135 0.9377455 ],neutral,0.008551834
"Actelion files marketing application for expanded use for macitentan,?",[0.06774916 0.00639501 0.9258559 ],neutral,0.06135415
"Celyad up 20% on encouraging data on CAR-T candidate CYAD-01,?",[0.90047026 0.07485007 0.02467971],positive,0.8256202
"Johnson &amp; Johnson prevails in appeal of $151M judgement in hip implant case; shares up 2%,?",[0.92737997 0.02865157 0.04396841],positive,0.8987284
"Johnson &amp; Johnson declares $0 90 dividend,?",[0.04297697 0.1034463  0.8535767 ],neutral,-0.060469333
"Opioid prescriptions dropped 12% in 2017,?",[0.01098276 0.97578406 0.01323317],negative,-0.9648013
"AbbVie files U S  marketing application for plaque psoriasis med risankizumab,?",[0.0551508  0.10781286 0.8370363 ],neutral,-0.05266206
"""IBM, Exxon, J&amp;J among expected dividend hikes next week"",?",[0.4382099  0.11200058 0.44978952],neutral,0.3262093
"Novartis Q1 results weigh on pharma stocks,?",[0.01554088 0.94738454 0.0370745 ],negative,-0.93184364
"""U S  opioid prescriptions down 12% last year, largest drop in 25 years"",?",[0.00998292 0.97837925 0.01163793],negative,-0.9683963
"J&amp;J ramps up Imbruvica price ahead of potential potential lower dose usage - Washington Post,?",[0.6620273  0.03170627 0.30626643],positive,0.630321
"Kentucky sues J&amp;J over opioid marketing,?",[0.01326804 0.94772255 0.0390094 ],negative,-0.9344545
"DEA aims to collar production of opioids,?",[0.0751282  0.00508234 0.9197895 ],neutral,0.07004586
"Sen  Sanders introduces bill to fine opioid makers for marketing practices,?",[0.39566305 0.18691514 0.41742185],neutral,0.20874791
"J&amp;J cost cutting plan may pressure suppliers - Bloomberg,?",[0.02685394 0.93385494 0.03929113],negative,-0.907001
"Johnson &amp; Johnson Q1 revenues and non-GAAP EPS up 13%; updates guidance,?",[0.94486153 0.02817112 0.02696735],positive,0.9166904
"""Johnson &amp; Johnson beats by $0 05, beats on revenue"",?",[0.23628557 0.04810917 0.71560526],neutral,0.1881764
"Bristol-Myers teams up with J&amp;J to develop next-gen cardiovascular therapy,?",[0.7293913  0.01044807 0.2601607 ],positive,0.71894324
"Health insurers/managed care firms up ahead of UNH Q1 earnings tomorrow,?",[0.4125282  0.15509729 0.43237454],neutral,0.2574309
"J&amp;J's Invokana shows positive effect on kidney function in type 2 diabetics,?",[0.86600405 0.02278249 0.1112135 ],positive,0.84322155
"""Jury awards $117M in total damages over J&amp;J, Imerys talc products"",?",[0.491433   0.27852276 0.23004425],positive,0.21291023
"FDA OKs J&amp;J contact lens that darkens with exposed to bright light,?",[0.0393844  0.06642211 0.8941935 ],neutral,-0.027037714
"Winners and losers for teenager attention,?",[0.09431027 0.3208294  0.5848604 ],neutral,-0.22651912
"J&amp;J loses talc case in New Jersey,?",[0.027402   0.8947374  0.07786063],negative,-0.86733544
"New Jersey jury finds J&amp;J's iconic baby powder tainted by asbestos,?",[0.01183193 0.9620102  0.02615786],negative,-0.95017827
"CMS finalizes policies to reduce drug costs for Medicare beneficiaries,?",[0.7569309  0.01674787 0.22632124],positive,0.740183
"Arkansas sues drugmakers over opioid crisis,?",[0.01444749 0.94720834 0.03834417],negative,-0.93276083
"FDA working on policies to boost biosimilars,?",[0.49432918 0.01968306 0.48598778],positive,0.47464612
"Big Pharma in the green as bargain hunters move in,?",[0.1265252  0.04170369 0.83177114],neutral,0.0848215
"FDA Ad Com backs lofexidine for opioid withdrawal,?",[0.05105704 0.4185065  0.53043646],neutral,-0.36744946
"European advisory group backs Novartis biosimilar to J&amp;J's Remicade,?",[0.07628433 0.10149869 0.822217  ],neutral,-0.025214352
"Rituxan biosimilar captures 80% of British market,?",[0.1112663  0.01580316 0.8729306 ],neutral,0.09546314
"FDA OKs Sun Pharma's Ilumya for plaque psoriasis,?",[0.13233265 0.46234524 0.4053221 ],negative,-0.3300126
"Johnson &amp; Johnson finance chief to retire in September,?",[0.02800523 0.2542024  0.71779233],neutral,-0.22619717
"Drug stocks in the red on as Trump mulls suing pharma firms over opioid crisis,?",[0.02275149 0.9198838  0.05736473],negative,-0.8971323
"Geron up 35% premarket on rosier outlook for imetelstat,?",[0.8500561  0.11955653 0.03038733],positive,0.73049957
"Trump to release opioid epidemic plan,?",[0.0827236  0.07702718 0.84024924],neutral,0.005696416
"Johnson &amp; Johnson to divest LifeScan unit for $2 1B,?",[0.03715006 0.6147707  0.34807923],negative,-0.5776206
"Johnson &amp; Johnson' erdafitinib a Breakthrough Therapy for urothelial cancer,?",[0.13712388 0.01194206 0.850934  ],neutral,0.12518182
"Johnson &amp; Johnson's Invokana lowers risk of CV death or hospitalization in T2D,?",[0.5175449  0.03022819 0.45222685],positive,0.48731673
"Anthera to terminate development of Sollpura after failed late-stage study,?",[0.02365869 0.8728305  0.10351089],negative,-0.8491718
"Opioid settlement talks hit roadblocks,?",[0.01768184 0.9394166  0.04290155],negative,-0.92173475
"Opioid overdoses spiked 30% in a year,?",[0.83495116 0.04166171 0.12338714],positive,0.7932895
"FDA OKs TaiMed's HIV med ibalizumab,?",[0.06493231 0.1699642  0.76510346],neutral,-0.105031885
"DOJ cracks down on opioid companies,?",[0.01678548 0.92587686 0.05733776],negative,-0.90909135
"Johnson &amp; Johnson's Tremfya shows sustained treatment effect in late-stage psoriasis study,?",[0.60404974 0.01821503 0.3777353 ],positive,0.5858347
"Key events next week - healthcare,?",[0.03136595 0.05637267 0.91226137],neutral,-0.025006726
"FDA OKs Johnson &amp; Johnson's apalutamide for prostate cancer,?",[0.03820061 0.08135563 0.8804438 ],neutral,-0.043155022
"OxyContin maker stops promoting opioids,?",[0.03430389 0.8234382  0.14225787],negative,-0.7891343
"Key events next week - healthcare,?",[0.03136595 0.05637267 0.91226137],neutral,-0.025006726
"Webcast of late-stage data on J&amp;J's prostate cancer med apalutamide available later today,?",[0.02754032 0.04443944 0.92802024],neutral,-0.016899122
"FDA OKs expanded use for J&amp;J's Zytiga,?",[0.46784797 0.04811555 0.4840364 ],neutral,0.41973242
"Janssen teams up with Theravance to develop candidate for inflammatory bowel disease,?",[0.60488087 0.02321527 0.37190384],positive,0.5816656
"Wells Fargo: Worries about JNJ talc litigation overblown,?",[0.02811345 0.91841227 0.05347427],negative,-0.89029884
"Key events next week - healthcare,?",[0.03136595 0.05637267 0.91226137],neutral,-0.025006726
"Big biopharma firms poised to end session in the red after Trump comments on high prices,?",[0.08415075 0.7322581  0.1835912 ],negative,-0.64810735
"Height weighs in on Amazon/Berkshire/JPMorgan healthcare venture,?",[0.08256517 0.22749326 0.6899416 ],neutral,-0.14492808
"Big biopharma in the green after AbbVie's Q4 beat,?",[0.31303433 0.2701127  0.416853  ],neutral,0.042921633
"Johnson &amp; Johnson backs away from Pfizer's consumer health unit,?",[0.03816947 0.82194525 0.13988528],negative,-0.7837758
"Profit-taking weighs on biotechs and biopharmas,?",[0.03711341 0.8341043  0.12878221],negative,-0.7969909
"NYC sues Big Pharma over opioid epidemic,?",[0.01835381 0.93673235 0.04491375],negative,-0.91837853
"Johnson &amp; Johnson Q4 revenues up 12%; non-GAAP EPS up 10%; updates guidance,?",[0.9435838  0.01805317 0.03836299],positive,0.9255306
"""Johnson &amp; Johnson beats by $0 02, beats on revenue"",?",[0.23514932 0.0514062  0.7134445 ],neutral,0.18374312
"Key events next week - healthcare,?",[0.03136595 0.05637266 0.91226137],neutral,-0.025006715
"Big Biopharma in the red in early trade,?",[0.09136625 0.2954806  0.6131531 ],neutral,-0.20411435
"U S  Patent Office invalidates key patent covering J&amp;J's cancer drug Zytiga,?",[0.01493878 0.95094424 0.03411696],negative,-0.9360055
"J&amp;J diabetes business attracts Chinese interest,?",[0.3245706  0.01173364 0.6636957 ],neutral,0.31283695
"FDA launches new program to boost transparency of clinical data used to support approvals,?",[0.8644118  0.01315174 0.12243646],positive,0.85126
"Novartis' Cosentyx beats Janssen's Stelara in head-to-head psoriasis study,?",[0.4929766  0.35465935 0.15236406],positive,0.13831726
"""Johnson &amp; Johnson chief Gorsky thumbs up new tax law, plans repatriate $16B in overseas cash"",?",[0.46471876 0.02795436 0.50732684],neutral,0.4367644
"Start of JPM18 fails to buoy healthcare stocks,?",[0.05678624 0.9068033  0.03641047],negative,-0.8500171
"Goldman bullish on biopharma in 2018,?",[0.05836136 0.7270896  0.21454906],negative,-0.66872823
"FDA advancing plan to streamline generic drug reviews,?",[0.4768693  0.01682369 0.50630707],neutral,0.4600456
"U S  drug approvals highest in 21 years,?",[0.41051763 0.13345073 0.45603165],neutral,0.2770669
"Premarket analyst action - healthcare,?",[0.03490145 0.0790403  0.8860583 ],neutral,-0.044138853
"Johnson &amp; Johnson declares $0 84 dividend,?",[0.04045254 0.09842535 0.8611221 ],neutral,-0.05797281
"""Boeing, Caterpillar top Dow 2017 standings; GE lags far behind"",?",[0.20404077 0.47463995 0.32131934],negative,-0.2705992
"Janssen teams up with Legend Biotech to develop CAR-T candidate,?",[0.6276526  0.0164784  0.35586897],positive,0.61117417
"Janssen's prostate cancer candidate apalutamide granted accelerated review in U S ,?",[0.5934039  0.01550339 0.39109275],positive,0.57790047
"Ionis earns $5M milestone from J&amp;J on initiation of early-stage study of orally delivered antisense drug for GI disorders,?",[0.91160536 0.02595841 0.06243623],positive,0.88564694
"Britain's cost watchdog backs J&amp;J's Imbruvica for mantle cell lymphoma,?",[0.05457379 0.4748921  0.47053418],negative,-0.4203183
"Pfizer gets FDA nod for second biosimilar of J&amp;J's Remicade,?",[0.8590603  0.02223572 0.11870398],positive,0.83682454
